,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,transcription_factor,data_source,endedness,genetically_modified,nonzero_mean
262,EFO:0001187 TF ChIP-seq CREM,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,CREM,encode,single,False,0.7372840642929077
263,EFO:0001187 TF ChIP-seq CSRNP1 genetically modified (insertion) using CRISPR targeting H. sapiens CSRNP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,CSRNP1,encode,single,True,0.7614040970802307
264,EFO:0001187 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,CTCF,encode,single,False,1.0367335081100464
265,EFO:0001187 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR targeting H. sapiens CTCF,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,CTCF,encode,single,True,0.9780106544494629
266,EFO:0001187 TF ChIP-seq DLX6 genetically modified (insertion) using CRISPR targeting H. sapiens DLX6,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DLX6,encode,single,True,0.8272435665130615
267,EFO:0001187 TF ChIP-seq DMAP1 genetically modified (insertion) using CRISPR targeting H. sapiens DMAP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DMAP1,encode,single,True,0.9408639669418335
268,EFO:0001187 TF ChIP-seq DNMT1 genetically modified (insertion) using CRISPR targeting H. sapiens DNMT1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DNMT1,encode,single,True,0.9599778056144714
269,EFO:0001187 TF ChIP-seq DNMT3B genetically modified (insertion) using CRISPR targeting H. sapiens DNMT3B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DNMT3B,encode,single,True,0.9800146818161011
270,EFO:0001187 TF ChIP-seq DPF2 genetically modified (insertion) using CRISPR targeting H. sapiens DPF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DPF2,encode,single,True,1.0381863117218018
271,EFO:0001187 TF ChIP-seq DR1 genetically modified (insertion) using CRISPR targeting H. sapiens DR1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DR1,encode,single,True,0.7556718587875366
272,EFO:0001187 TF ChIP-seq DRAP1 genetically modified (insertion) using CRISPR targeting H. sapiens DRAP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DRAP1,encode,single,True,0.844770073890686
273,EFO:0001187 TF ChIP-seq DZIP1 genetically modified (insertion) using CRISPR targeting H. sapiens DZIP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,DZIP1,encode,single,True,0.8786128163337708
274,EFO:0001187 TF ChIP-seq E2F1 genetically modified (insertion) using CRISPR targeting H. sapiens E2F1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,E2F1,encode,single,True,0.7706258296966553
275,EFO:0001187 TF ChIP-seq E2F4 genetically modified (insertion) using CRISPR targeting H. sapiens E2F4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,E2F4,encode,single,True,0.766048014163971
276,EFO:0001187 TF ChIP-seq E2F5 genetically modified (insertion) using CRISPR targeting H. sapiens E2F5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,E2F5,encode,single,True,1.0544836521148682
277,EFO:0001187 TF ChIP-seq E2F8 genetically modified (insertion) using CRISPR targeting H. sapiens E2F8,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,E2F8,encode,single,True,0.7977742552757263
278,EFO:0001187 TF ChIP-seq EEA1 genetically modified (insertion) using CRISPR targeting H. sapiens EEA1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,EEA1,encode,single,True,0.9580557346343994
279,EFO:0001187 TF ChIP-seq EED genetically modified (insertion) using CRISPR targeting H. sapiens EED,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,EED,encode,single,True,0.8560649752616882
280,EFO:0001187 TF ChIP-seq EGR1 genetically modified (insertion) using CRISPR targeting H. sapiens EGR1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,EGR1,encode,single,True,0.8205860257148743
281,EFO:0001187 TF ChIP-seq EHMT2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,EHMT2,encode,single,False,0.8669118881225586
282,EFO:0001187 TF ChIP-seq ELF1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ELF1,encode,single,False,1.0358084440231323
283,EFO:0001187 TF ChIP-seq ELF1 genetically modified (insertion) using CRISPR targeting H. sapiens ELF1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ELF1,encode,single,True,0.8516697883605957
284,EFO:0001187 TF ChIP-seq ELF3 genetically modified (insertion) using CRISPR targeting H. sapiens ELF3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ELF3,encode,single,True,0.9217767715454102
285,EFO:0001187 TF ChIP-seq ELF4 genetically modified (insertion) using CRISPR targeting H. sapiens ELF4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ELF4,encode,single,True,0.8673814535140991
286,EFO:0001187 TF ChIP-seq ELK1 genetically modified (insertion) using CRISPR targeting H. sapiens ELK1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ELK1,encode,single,True,0.9412835836410522
287,EFO:0001187 TF ChIP-seq EP300,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,EP300,encode,single,False,0.7609607577323914
288,EFO:0001187 TF ChIP-seq EP300 genetically modified (insertion) using CRISPR targeting H. sapiens EP300,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,EP300,encode,single,True,0.7821898460388184
289,EFO:0001187 TF ChIP-seq ERF genetically modified (insertion) using CRISPR targeting H. sapiens ERF,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ERF,encode,single,True,0.8812923431396484
290,EFO:0001187 TF ChIP-seq ESRRA genetically modified (insertion) using CRISPR targeting H. sapiens ESRRA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ESRRA,encode,single,True,0.9067927002906799
291,EFO:0001187 TF ChIP-seq ETS1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ETS1,encode,single,False,0.9008435606956482
292,EFO:0001187 TF ChIP-seq ETV4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ETV4,encode,single,False,0.8924592733383179
293,EFO:0001187 TF ChIP-seq ETV4 genetically modified (insertion) using CRISPR targeting H. sapiens ETV4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ETV4,encode,single,True,0.9367424249649048
294,EFO:0001187 TF ChIP-seq ETV5 genetically modified (insertion) using CRISPR targeting H. sapiens ETV5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ETV5,encode,single,True,0.9685952067375183
295,EFO:0001187 TF ChIP-seq ETV6 genetically modified (insertion) using CRISPR targeting H. sapiens ETV6,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ETV6,encode,single,True,0.9896833896636963
296,EFO:0001187 TF ChIP-seq EZH2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,EZH2,encode,single,False,0.8167230486869812
297,EFO:0001187 TF ChIP-seq FBXL19 genetically modified (insertion) using CRISPR targeting H. sapiens FBXL19,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FBXL19,encode,single,True,0.8385319113731384
298,EFO:0001187 TF ChIP-seq FOSL1 genetically modified (insertion) using CRISPR targeting H. sapiens FOSL1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOSL1,encode,single,True,0.7864099144935608
299,EFO:0001187 TF ChIP-seq FOSL2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOSL2,encode,single,False,0.9364256262779236
300,EFO:0001187 TF ChIP-seq FOSL2 genetically modified (insertion) using CRISPR targeting H. sapiens FOSL2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOSL2,encode,single,True,1.1371015310287476
301,EFO:0001187 TF ChIP-seq FOXA1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXA1,encode,single,False,1.0333880186080933
302,EFO:0001187 TF ChIP-seq FOXA1 genetically modified (insertion) using CRISPR targeting H. sapiens FOXA1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXA1,encode,single,True,1.0402621030807495
303,EFO:0001187 TF ChIP-seq FOXA2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXA2,encode,paired,False,0.7824559807777405
304,EFO:0001187 TF ChIP-seq FOXA2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXA2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXA2,encode,single,True,0.8392978310585022
305,EFO:0001187 TF ChIP-seq FOXA3 genetically modified (insertion) using CRISPR targeting H. sapiens FOXA3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXA3,encode,single,True,0.8464599251747131
306,EFO:0001187 TF ChIP-seq FOXC1 genetically modified (insertion) using CRISPR targeting H. sapiens FOXC1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXC1,encode,single,True,0.8601622581481934
307,EFO:0001187 TF ChIP-seq FOXJ3 genetically modified (insertion) using CRISPR targeting H. sapiens FOXJ3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXJ3,encode,single,True,0.7561543583869934
308,EFO:0001187 TF ChIP-seq FOXK1 genetically modified (insertion) using CRISPR targeting H. sapiens FOXK1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXK1,encode,single,True,0.8882734775543213
309,EFO:0001187 TF ChIP-seq FOXO1 genetically modified (insertion) using CRISPR targeting H. sapiens FOXO1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXO1,encode,single,True,0.9055713415145874
310,EFO:0001187 TF ChIP-seq FOXO4 genetically modified (insertion) using CRISPR targeting H. sapiens FOXO4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXO4,encode,single,True,0.9278377294540405
311,EFO:0001187 TF ChIP-seq FOXP1 genetically modified (insertion) using CRISPR targeting H. sapiens FOXP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXP1,encode,single,True,0.8943411111831665
312,EFO:0001187 TF ChIP-seq FOXP4 genetically modified (insertion) using CRISPR targeting H. sapiens FOXP4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXP4,encode,single,True,0.8135387301445007
313,EFO:0001187 TF ChIP-seq FOXQ1 genetically modified (insertion) using CRISPR targeting H. sapiens FOXQ1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FOXQ1,encode,single,True,0.865361750125885
314,EFO:0001187 TF ChIP-seq FUS,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,FUS,encode,single,False,1.128843903541565
315,EFO:0001187 TF ChIP-seq GABPA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GABPA,encode,single,False,1.1296805143356323
316,EFO:0001187 TF ChIP-seq GABPA genetically modified (insertion) using CRISPR targeting H. sapiens GABPA,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GABPA,encode,single,True,0.7817407846450806
317,EFO:0001187 TF ChIP-seq GABPB1 genetically modified (insertion) using CRISPR targeting H. sapiens GABPB1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GABPB1,encode,single,True,0.9527495503425598
318,EFO:0001187 TF ChIP-seq GATA2 genetically modified (insertion) using CRISPR targeting H. sapiens GATA2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GATA2,encode,single,True,0.7664991617202759
319,EFO:0001187 TF ChIP-seq GATA4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GATA4,encode,single,False,0.9864453077316284
320,EFO:0001187 TF ChIP-seq GATAD1 genetically modified (insertion) using CRISPR targeting H. sapiens GATAD1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GATAD1,encode,single,True,0.8292107582092285
321,EFO:0001187 TF ChIP-seq GATAD2A genetically modified (insertion) using CRISPR targeting H. sapiens GATAD2A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GATAD2A,encode,single,True,0.8691539764404297
322,EFO:0001187 TF ChIP-seq GATAD2B genetically modified (insertion) using CRISPR targeting H. sapiens GATAD2B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GATAD2B,encode,single,True,0.8008445501327515
323,EFO:0001187 TF ChIP-seq GFI1 genetically modified (insertion) using CRISPR targeting H. sapiens GFI1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GFI1,encode,single,True,0.7213774919509888
324,EFO:0001187 TF ChIP-seq GLI4 genetically modified (insertion) using CRISPR targeting H. sapiens GLI4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GLI4,encode,single,True,0.7912455201148987
325,EFO:0001187 TF ChIP-seq GLYR1 genetically modified (insertion) using CRISPR targeting H. sapiens GLYR1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GLYR1,encode,single,True,0.931145429611206
326,EFO:0001187 TF ChIP-seq GMEB1 genetically modified (insertion) using CRISPR targeting H. sapiens GMEB1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GMEB1,encode,single,True,0.7963158488273621
327,EFO:0001187 TF ChIP-seq GMEB2 genetically modified (insertion) using CRISPR targeting H. sapiens GMEB2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GMEB2,encode,single,True,1.02279531955719
328,EFO:0001187 TF ChIP-seq GPBP1L1 genetically modified (insertion) using CRISPR targeting H. sapiens GPBP1L1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GPBP1L1,encode,single,True,0.8342117667198181
329,EFO:0001187 TF ChIP-seq GZF1 genetically modified (insertion) using CRISPR targeting H. sapiens GZF1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,GZF1,encode,single,True,0.825830340385437
330,EFO:0001187 TF ChIP-seq HBP1 genetically modified (insertion) using CRISPR targeting H. sapiens HBP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HBP1,encode,single,True,1.2320542335510254
331,EFO:0001187 TF ChIP-seq HCFC1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HCFC1,encode,single,False,1.038496971130371
332,EFO:0001187 TF ChIP-seq HDAC1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HDAC1,encode,single,False,0.8245723843574524
333,EFO:0001187 TF ChIP-seq HDAC1 genetically modified (insertion) using CRISPR targeting H. sapiens HDAC1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HDAC1,encode,single,True,0.737365186214447
334,EFO:0001187 TF ChIP-seq HDAC2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HDAC2,encode,single,False,1.0571244955062866
335,EFO:0001187 TF ChIP-seq HDAC2 genetically modified (insertion) using CRISPR targeting H. sapiens HDAC2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HDAC2,encode,single,True,0.8557186126708984
336,EFO:0001187 TF ChIP-seq HES4 genetically modified (insertion) using CRISPR targeting H. sapiens HES4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HES4,encode,single,True,0.9328177571296692
337,EFO:0001187 TF ChIP-seq HHEX genetically modified (insertion) using CRISPR targeting H. sapiens HHEX,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HHEX,encode,single,True,0.9259557723999023
338,EFO:0001187 TF ChIP-seq HIC2 genetically modified (insertion) using CRISPR targeting H. sapiens HIC2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HIC2,encode,single,True,0.8527292609214783
339,EFO:0001187 TF ChIP-seq HINFP genetically modified (insertion) using CRISPR targeting H. sapiens HINFP,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HINFP,encode,single,True,0.9859409332275391
340,EFO:0001187 TF ChIP-seq HIVEP1 genetically modified (insertion) using CRISPR targeting H. sapiens HIVEP1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HIVEP1,encode,single,True,0.9267089366912842
341,EFO:0001187 TF ChIP-seq HLF genetically modified (insertion) using CRISPR targeting H. sapiens HLF,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HLF,encode,single,True,0.7414057850837708
342,EFO:0001187 TF ChIP-seq HMG20A genetically modified (insertion) using CRISPR targeting H. sapiens HMG20A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HMG20A,encode,single,True,0.9154618978500366
343,EFO:0001187 TF ChIP-seq HMG20B genetically modified (insertion) using CRISPR targeting H. sapiens HMG20B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HMG20B,encode,single,True,0.912163257598877
344,EFO:0001187 TF ChIP-seq HMGA1 genetically modified (insertion) using CRISPR targeting H. sapiens HMGA1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HMGA1,encode,single,True,0.9891459941864014
345,EFO:0001187 TF ChIP-seq HMGXB3 genetically modified (insertion) using CRISPR targeting H. sapiens HMGXB3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HMGXB3,encode,single,True,0.8381025195121765
346,EFO:0001187 TF ChIP-seq HMGXB4 genetically modified (insertion) using CRISPR targeting H. sapiens HMGXB4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HMGXB4,encode,single,True,0.7631290555000305
347,EFO:0001187 TF ChIP-seq HNF1A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNF1A,encode,single,False,0.8505245447158813
348,EFO:0001187 TF ChIP-seq HNF1A genetically modified (insertion) using CRISPR targeting H. sapiens HNF1A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNF1A,encode,single,True,0.8400798439979553
349,EFO:0001187 TF ChIP-seq HNF1B genetically modified (insertion) using CRISPR targeting H. sapiens HNF1B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNF1B,encode,single,True,0.7699143886566162
350,EFO:0001187 TF ChIP-seq HNF4A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNF4A,encode,single,False,2.1114625930786133
351,EFO:0001187 TF ChIP-seq HNF4A genetically modified (insertion) using CRISPR targeting H. sapiens HNF4A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNF4A,encode,single,True,0.7774928212165833
352,EFO:0001187 TF ChIP-seq HNF4G,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNF4G,encode,single,False,0.8917911052703857
353,EFO:0001187 TF ChIP-seq HNF4G genetically modified (insertion) using CRISPR targeting H. sapiens HNF4G,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNF4G,encode,single,True,0.9067245721817017
354,EFO:0001187 TF ChIP-seq HNRNPL,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HNRNPL,encode,single,False,1.1379462480545044
355,EFO:0001187 TF ChIP-seq HOMEZ genetically modified (insertion) using CRISPR targeting H. sapiens HOMEZ,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HOMEZ,encode,single,True,1.0409910678863525
356,EFO:0001187 TF ChIP-seq HOXA10 genetically modified (insertion) using CRISPR targeting H. sapiens HOXA10,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HOXA10,encode,single,True,0.7787760496139526
357,EFO:0001187 TF ChIP-seq HOXA3 genetically modified (insertion) using CRISPR targeting H. sapiens HOXA3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HOXA3,encode,single,True,0.9468487501144409
358,EFO:0001187 TF ChIP-seq HOXA5 genetically modified (insertion) using CRISPR targeting H. sapiens HOXA5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HOXA5,encode,single,True,0.895253598690033
359,EFO:0001187 TF ChIP-seq HOXA9 genetically modified (insertion) using CRISPR targeting H. sapiens HOXA9,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HOXA9,encode,single,True,0.8470037579536438
360,EFO:0001187 TF ChIP-seq HOXD1 genetically modified (insertion) using CRISPR targeting H. sapiens HOXD1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,HOXD1,encode,single,True,0.949165940284729
361,EFO:0001187 TF ChIP-seq IKZF5 genetically modified (insertion) using CRISPR targeting H. sapiens IKZF5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,IKZF5,encode,single,True,0.9536506533622742
362,EFO:0001187 TF ChIP-seq IRF2 genetically modified (insertion) using CRISPR targeting H. sapiens IRF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,IRF2,encode,single,True,0.996667206287384
363,EFO:0001187 TF ChIP-seq IRF5 genetically modified (insertion) using CRISPR targeting H. sapiens IRF5,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,IRF5,encode,single,True,0.8235814571380615
364,EFO:0001187 TF ChIP-seq IRF9 genetically modified (insertion) using CRISPR targeting H. sapiens IRF9,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,IRF9,encode,single,True,0.862970232963562
365,EFO:0001187 TF ChIP-seq IRX3 genetically modified (insertion) using CRISPR targeting H. sapiens IRX3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,IRX3,encode,single,True,0.9514657258987427
366,EFO:0001187 TF ChIP-seq ISL2 genetically modified (insertion) using CRISPR targeting H. sapiens ISL2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ISL2,encode,single,True,0.7776180505752563
367,EFO:0001187 TF ChIP-seq JRK genetically modified (insertion) using CRISPR targeting H. sapiens JRK,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,JRK,encode,single,True,0.7808650135993958
368,EFO:0001187 TF ChIP-seq JUN,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,JUN,encode,single,False,0.9719169735908508
369,EFO:0001187 TF ChIP-seq JUN genetically modified (insertion) using CRISPR targeting H. sapiens JUN,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,JUN,encode,single,True,0.9014906287193298
370,EFO:0001187 TF ChIP-seq JUNB genetically modified (insertion) using CRISPR targeting H. sapiens JUNB,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,JUNB,encode,single,True,0.7203683853149414
371,EFO:0001187 TF ChIP-seq JUND,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,JUND,encode,single,False,0.7910395860671997
372,EFO:0001187 TF ChIP-seq JUND genetically modified (insertion) using CRISPR targeting H. sapiens JUND,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,JUND,encode,single,True,0.8167651295661926
373,EFO:0001187 TF ChIP-seq KAT7 genetically modified (insertion) using CRISPR targeting H. sapiens KAT7,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KAT7,encode,single,True,0.9321450591087341
374,EFO:0001187 TF ChIP-seq KAT8 genetically modified (insertion) using CRISPR targeting H. sapiens KAT8,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KAT8,encode,single,True,0.8809491991996765
375,EFO:0001187 TF ChIP-seq KDM1A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM1A,encode,single,False,0.7607282400131226
376,EFO:0001187 TF ChIP-seq KDM1A genetically modified (insertion) using CRISPR targeting H. sapiens KDM1A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM1A,encode,single,True,1.1691986322402954
377,EFO:0001187 TF ChIP-seq KDM2A genetically modified (insertion) using CRISPR targeting H. sapiens KDM2A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM2A,encode,single,True,1.291098952293396
378,EFO:0001187 TF ChIP-seq KDM3A genetically modified (insertion) using CRISPR targeting H. sapiens KDM3A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM3A,encode,single,True,0.9718155264854431
379,EFO:0001187 TF ChIP-seq KDM4B genetically modified (insertion) using CRISPR targeting H. sapiens KDM4B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM4B,encode,single,True,1.1509298086166382
380,EFO:0001187 TF ChIP-seq KDM5A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM5A,encode,single,False,0.7970802187919617
381,EFO:0001187 TF ChIP-seq KDM5B genetically modified (insertion) using CRISPR targeting H. sapiens KDM5B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM5B,encode,single,True,0.8047557473182678
382,EFO:0001187 TF ChIP-seq KDM6A genetically modified (insertion) using CRISPR targeting H. sapiens KDM6A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KDM6A,encode,single,True,1.0480748414993286
383,EFO:0001187 TF ChIP-seq KLF11 genetically modified (insertion) using CRISPR targeting H. sapiens KLF11,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KLF11,encode,single,True,0.9424619078636169
384,EFO:0001187 TF ChIP-seq KLF12 genetically modified (insertion) using CRISPR targeting H. sapiens KLF12,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KLF12,encode,single,True,0.9071261882781982
385,EFO:0001187 TF ChIP-seq KLF16 genetically modified (insertion) using CRISPR targeting H. sapiens KLF16,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KLF16,encode,single,True,0.8868481516838074
386,EFO:0001187 TF ChIP-seq KLF6 genetically modified (insertion) using CRISPR targeting H. sapiens KLF6,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KLF6,encode,single,True,1.141614556312561
387,EFO:0001187 TF ChIP-seq KLF9 genetically modified (insertion) using CRISPR targeting H. sapiens KLF9,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KLF9,encode,single,True,1.1526613235473633
388,EFO:0001187 TF ChIP-seq KMT2A genetically modified (insertion) using CRISPR targeting H. sapiens KMT2A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KMT2A,encode,single,True,0.9038779139518738
389,EFO:0001187 TF ChIP-seq KMT2B genetically modified (insertion) using CRISPR targeting H. sapiens KMT2B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,KMT2B,encode,single,True,0.8935264945030212
390,EFO:0001187 TF ChIP-seq LBX2 genetically modified (insertion) using CRISPR targeting H. sapiens LBX2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,LBX2,encode,single,True,1.0390533208847046
391,EFO:0001187 TF ChIP-seq LCOR genetically modified (insertion) using CRISPR targeting H. sapiens LCOR,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,LCOR,encode,single,True,0.9788844585418701
392,EFO:0001187 TF ChIP-seq LCORL genetically modified (insertion) using CRISPR targeting H. sapiens LCORL,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,LCORL,encode,single,True,0.7449824213981628
393,EFO:0001187 TF ChIP-seq LIN54 genetically modified (insertion) using CRISPR targeting H. sapiens LIN54,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,LIN54,encode,single,True,0.668507993221283
394,EFO:0001187 TF ChIP-seq MAFF,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MAFF,encode,single,False,1.0693044662475586
395,EFO:0001187 TF ChIP-seq MAFK,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MAFK,encode,single,False,0.7592166662216187
396,EFO:0001187 TF ChIP-seq MAX,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MAX,encode,single,False,0.7345672845840454
397,EFO:0001187 TF ChIP-seq MAX genetically modified (insertion) using CRISPR targeting H. sapiens MAX,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MAX,encode,single,True,0.7718337774276733
398,EFO:0001187 TF ChIP-seq MAZ,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,MAZ,encode,single,False,0.9855629205703735
